Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Timestamp (s),steering (°),TI core temp (C)
bf,29,da,c0,0,f0,1d,46,51.898911,174.22710814883726,17.6367104
12,3f,10,c1,0,f0,1d,46,51.948917,174.82058958139532,17.6367104
d1,d9,5b,c1,0,f0,1d,46,51.998917,175.65023302325574,17.6367104
7e,6b,87,c1,0,f0,1d,46,52.048923,176.1283366325581,17.6367104
9f,2d,89,c1,0,f0,1d,46,52.098926,176.14763146046505,17.6367104
c4,a3,9b,c1,0,f0,1d,46,52.148928,176.35021819534882,17.6367104
be,49,bb,c1,0,f0,1d,46,52.198935,176.6975103627907,17.6367104
b2,ea,69,c1,0,f0,1d,46,52.248933,175.804585116279,17.6367104
e8,9b,5d,c1,0,f0,1d,46,52.298937,175.66952617674417,17.6367104
b5,71,3a,c1,0,f0,1d,46,52.348945,175.28364586046507,17.6367104
36,d4,21,c1,0,f0,1d,46,52.398946,175.01353149767442,17.6367104
56,c3,13,c1,0,f0,1d,46,52.448949,174.859179572093,17.6367104
48,f0,3,c1,0,f0,1d,46,52.498957,174.6855306418605,17.6367104
28,1,12,c1,0,f0,1d,46,52.548961,174.83988256744192,17.6367104
8b,74,7,c1,0,f0,1d,46,52.598962,174.72412046511636,17.6367104
1a,6c,0,c1,0,f0,1d,46,52.648968,174.64694433488376,17.6367104
cd,be,eb,c0,0,f0,1d,46,52.698964,174.4200463813953,17.6367104
1a,6c,0,c1,0,f0,1d,46,52.748974,174.64694433488376,17.6367104
1d,4d,51,c1,0,f0,1d,46,52.798974,175.5344670697674,17.6367104
28,1,12,c1,0,f0,1d,46,52.84898,174.83988256744192,17.6367104
dc,8d,1c,c1,0,f0,1d,46,52.898981,174.95564852093014,17.6367104
b8,f8,a,c1,0,f0,1d,46,52.948986,174.76270660465116,17.6367104
b8,f8,a,c1,0,f0,1d,46,52.998989,174.76270660465116,17.6367104
12,3f,10,c1,0,f0,1d,46,53.048994,174.82058958139532,17.6367104
18,e5,2f,c1,0,f0,1d,46,53.098999,175.1678837581395,17.6367104
b5,71,3a,c1,0,f0,1d,46,53.149001,175.28364586046507,17.6367104
8e,55,58,c1,0,f0,1d,46,53.199002,175.6116431999999,17.6367104
4a,f,53,c1,0,f0,1d,46,53.249009,175.55376390697666,17.6367104
3c,3c,43,c1,0,f0,1d,46,53.299014,175.38011497674415,17.6367104
9e,af,38,c1,0,f0,1d,46,53.349014,175.26435270697675,17.6367104
f,b8,3f,c1,0,f0,1d,46,53.399019,175.34152883720924,17.6367104
9e,af,38,c1,0,f0,1d,46,53.449023,175.26435270697675,17.6367104
18,e5,2f,c1,0,f0,1d,46,53.499026,175.1678837581395,17.6367104
be,9e,2a,c1,0,f0,1d,46,53.54903,175.11000078139534,17.6367104
48,f0,3,c1,0,f0,1d,46,53.599034,174.6855306418605,17.6367104
1a,6c,0,c1,0,f0,1d,46,53.649037,174.64694433488376,17.6367104
ec,ad,dd,c0,0,f0,1d,46,53.699037,174.26569428837206,17.6367104
9c,af,ef,bf,0,f0,1d,46,53.749045,171.6540808186047,17.6367104
e0,87,a6,3e,0,f0,1d,46,53.799046,-191.53655129302325,17.6367104
f8,ca,43,3f,0,f0,1d,46,53.849051,-189.81084055813952,17.6367104
90,a9,27,3f,0,f0,1d,46,53.899052,-190.1195296744186,17.6367104
0,d8,90,bb,0,f0,1d,46,53.949056,159.37649949767433,17.6367104
36,f1,c,c0,0,f0,1d,46,53.999059,171.97512346046506,17.6367104
73,b6,e4,c0,0,f0,1d,46,54.049061,174.3428741023256,17.6367104
8e,55,58,c1,0,f0,1d,46,54.099064,175.6116431999999,17.6367104
9a,d3,a8,c1,0,f0,1d,46,54.149068,176.49492379534877,17.6367104
18,29,9,c2,0,f0,1d,46,54.199073,177.55204152558133,17.6367104
25,a,32,c2,0,f0,1d,46,54.249073,178.00062714418607,17.6367104
17,fc,40,c2,0,f0,1d,46,54.299078,178.16462673488377,17.6367104
87,4,48,c2,0,f0,1d,46,54.399087,178.24180269767442,17.6367104
18,56,49,c2,0,f0,1d,46,54.449091,178.25627252093022,17.6367104
fd,93,6f,c2,0,f0,1d,46,55.249147,178.67591748837208,17.6367104
fd,93,6f,c2,0,f0,1d,46,55.299149,178.67591748837208,17.6367104
f2,b2,6e,c2,0,f0,1d,46,55.399155,178.66627099534878,17.6367104
fd,93,6f,c2,0,f0,1d,46,55.449163,178.67591748837208,17.6367104
83,4,70,c2,0,f0,1d,46,55.499166,178.6807408186046,17.6367104
e1,d1,6d,c2,0,f0,1d,46,55.549167,178.65662349767433,17.6367104
7,1b,68,c2,0,f0,1d,46,55.59917,178.5939181953488,17.6367104
f5,df,5e,c2,0,f0,1d,46,55.649175,178.4926249116279,17.6367104
15,29,59,c2,0,f0,1d,46,55.699178,178.4299186046511,17.6367104
d9,1d,5d,c2,0,f0,1d,46,55.749182,178.47333092093027,17.6367104
84,d7,57,c2,0,f0,1d,46,55.799187,178.4154487813953,17.6367104
15,29,59,c2,0,f0,1d,46,55.849188,178.4299186046511,17.6367104
58,34,55,c2,0,f0,1d,46,55.899192,178.38650746046505,17.6367104
26,a,5a,c2,0,f0,1d,46,55.949199,178.43956610232556,17.6367104
a1,99,59,c2,0,f0,1d,46,55.999199,178.434742939535,17.6367104
bd,5b,5b,c2,0,f0,1d,46,56.049208,178.45403693023252,17.6367104
55,7,65,c2,0,f0,1d,46,56.099213,178.56015354418605,17.6367104
9f,c6,71,c2,0,f0,1d,46,56.149217,178.70003480930234,17.6367104
20,b0,79,c2,0,f0,1d,46,56.199222,178.78685826976744,17.6367104
dc,ad,81,c2,0,f0,1d,46,56.249223,178.8745489116278,17.6367104
4d,b6,88,c2,0,f0,1d,46,56.299225,178.9517250418604,17.6367104
f1,e8,8a,c2,0,f0,1d,46,56.349229,178.97584269767435,17.6367104
50,e3,8c,c2,0,f0,1d,46,56.399233,178.99754835348836,17.6367104
54,10,91,c2,0,f0,1d,46,56.449237,179.04337183255802,17.6367104
c1,eb,93,c2,0,f0,1d,46,56.499241,179.07472448372096,17.6367104
c4,18,98,c2,0,f0,1d,46,56.549246,179.1205477953489,17.6367104
5b,97,9d,c2,0,f0,1d,46,56.599247,179.18084143255805,17.6367104
97,48,a5,c2,0,f0,1d,46,56.64925,179.26525289302322,17.6367104
9b,a2,ad,c2,0,f0,1d,46,56.699253,179.3568991813953,17.6367104
28,6d,b6,c2,0,f0,1d,46,56.749259,179.45336930232554,17.6367104
61,f1,cd,c2,0,f0,1d,46,56.799263,179.71142684651159,17.6367104
16,32,c1,c2,0,f0,1d,46,56.849266,179.57154541395346,17.6367104
6b,78,c6,c2,0,f0,1d,46,56.899268,179.6294275534883,17.6367104
bf,be,cb,c2,0,f0,1d,46,56.949272,179.68730952558144,17.6367104
8b,94,d0,c2,0,f0,1d,46,56.999274,179.74036783255815,17.6367104
b5,37,d3,c2,0,f0,1d,46,57.04928,179.7693088186046,17.6367104
32,f4,d6,c2,0,f0,1d,46,57.099282,179.81030880000003,17.6367104
bb,91,db,c2,0,f0,1d,46,57.149285,179.86095544186037,17.6367104
37,4e,df,c2,0,f0,1d,46,57.199292,179.90195525581396,17.6367104
b2,a,e3,c2,0,f0,1d,46,57.249295,179.9429549023256,17.6367104
b6,37,e7,c2,0,f0,1d,46,57.299299,179.98877838139526,17.6367104
d4,26,ed,c2,0,f0,1d,46,57.349299,180.053895516279,17.6367104
6b,78,c6,c2,0,f0,1d,46,60.049488,179.6294275534883,17.6367104
25,40,c6,c2,0,f0,1d,46,60.099493,179.62701538604654,17.6367104
41,2,c8,c2,0,f0,1d,46,60.399516,179.64630937674417,17.6367104
9,7e,c4,c2,0,f0,1d,46,60.449518,179.6077213953488,17.6367104
6,51,84,c2,0,f0,1d,46,60.899549,178.90348989767438,17.6367104
4,ee,77,c2,0,f0,1d,46,60.949554,178.7675642790698,17.6367104
c8,3c,5c,c2,0,f0,1d,46,60.999557,178.46368342325582,17.6367104
a4,c6,49,c2,0,f0,1d,46,61.049559,178.261096855814,17.6367104
67,15,2e,c2,0,f0,1d,46,61.099562,177.95721583255818,17.6367104
89,31,10,c2,0,f0,1d,46,61.149566,177.62921765581382,17.6367104
22,b0,1,c2,0,f0,1d,46,61.199573,177.47004223255817,17.6367104
42,8d,f3,c1,0,f0,1d,46,61.249576,177.3149187348837,17.6367104
e9,58,16,c2,0,f0,1d,46,61.299576,177.69674628837197,17.6367104
e0,b,bd,c1,0,f0,1d,46,61.349582,176.71680535813948,17.6367104
cc,d0,8b,c1,0,f0,1d,46,61.399583,176.17657294883725,17.6367104
ed,41,7d,c1,0,f0,1d,46,61.449589,176.01682018604652,17.6367104
4,4,7f,c1,0,f0,1d,46,61.499595,176.03611333953495,17.6367104
c8,ac,6b,c1,0,f0,1d,46,61.549594,175.82387810232558,17.6367104
39,b5,72,c1,0,f0,1d,46,61.599598,175.90105423255807,17.6367104
9c,28,68,c1,0,f0,1d,46,61.649601,175.7852921302325,17.6367104
6e,66,66,c1,0,f0,1d,46,61.699606,175.7659951255814,17.6367104
93,fb,77,c1,0,f0,1d,46,61.74961,175.95893720930235,17.6367104
77,93,56,c1,0,f0,1d,46,61.799611,175.59235004651157,17.6367104
22,f3,70,c1,0,f0,1d,46,61.849619,175.88176107906986,17.6367104
58,a4,64,c1,0,f0,1d,46,61.899619,175.74670213953493,17.6367104
10,36,90,c1,0,f0,1d,46,61.949624,176.22480759069765,17.6367104
6e,66,66,c1,0,f0,1d,46,61.999627,175.7659951255814,17.6367104
6e,66,66,c1,0,f0,1d,46,62.04963,175.7659951255814,17.6367104
9c,28,68,c1,0,f0,1d,46,62.099632,175.7852921302325,17.6367104
6e,66,66,c1,0,f0,1d,46,62.149637,175.7659951255814,17.6367104
5c,c8,84,c1,0,f0,1d,46,62.199639,176.0993969860465,17.6367104
58,a4,64,c1,0,f0,1d,46,62.249644,175.74670213953493,17.6367104
fe,5d,5f,c1,0,f0,1d,46,62.299648,175.68881916279065,17.6367104
67,a9,85,c1,0,f0,1d,46,62.34965,176.10904347906978,17.6367104
fe,5d,5f,c1,0,f0,1d,46,62.399656,175.68881916279065,17.6367104
58,a4,64,c1,0,f0,1d,46,62.449658,175.74670213953493,17.6367104
58,a4,64,c1,0,f0,1d,46,62.649672,175.74670213953493,17.6367104
6e,66,66,c1,0,f0,1d,46,62.699676,175.7659951255814,17.6367104
58,a4,64,c1,0,f0,1d,46,62.749679,175.74670213953493,17.6367104
ba,17,5a,c1,0,f0,1d,46,62.799682,175.63093986976742,17.6367104
42,e2,62,c1,0,f0,1d,46,62.849685,175.72740915348834,17.6367104
9c,28,68,c1,0,f0,1d,46,62.899688,175.7852921302325,17.6367104
2f,25,82,c1,0,f0,1d,46,62.949695,176.0704554976744,17.6367104
58,a4,64,c1,0,f0,1d,46,62.999696,175.74670213953493,17.6367104
2b,20,61,c1,0,f0,1d,46,63.049701,175.7081159999999,17.6367104
93,fb,77,c1,0,f0,1d,46,63.099704,175.95893720930235,17.6367104
42,e2,62,c1,0,f0,1d,46,63.749748,175.72740915348834,17.6367104
58,a4,64,c1,0,f0,1d,46,63.799752,175.74670213953493,17.6367104
58,a4,64,c1,0,f0,1d,46,63.849755,175.74670213953493,17.6367104
ba,17,5a,c1,0,f0,1d,46,63.899759,175.63093986976742,17.6367104
c8,ac,6b,c1,0,f0,1d,46,63.949762,175.82387810232558,17.6367104
f,b8,3f,c1,0,f0,1d,46,63.999769,175.34152883720924,17.6367104
b2,ea,69,c1,0,f0,1d,46,64.049769,175.804585116279,17.6367104
ea,22,2e,c1,0,f0,1d,46,64.099772,175.1485867534883,17.6367104
ae,cf,f9,c0,0,f0,1d,46,64.149777,174.57439847441856,17.6367104
bf,29,da,c0,0,f0,1d,46,64.199781,174.22710814883726,17.6367104
2a,8c,c1,c0,0,f0,1d,46,64.249785,173.95699010232556,17.6367104
49,7b,b3,c0,0,f0,1d,46,64.299786,173.8026380093022,17.6367104
a3,ff,b6,c0,0,f0,1d,46,64.349792,173.84123168372093,17.6367104
1c,f7,af,c0,0,f0,1d,46,64.399798,173.7640518697674,17.6367104
1c,f7,af,c0,0,f0,1d,46,64.449801,173.7640518697674,17.6367104
c2,ee,a8,c0,0,f0,1d,46,64.4998,173.68687959069769,17.6367104
a3,ff,b6,c0,0,f0,1d,46,64.549806,173.84123168372093,17.6367104
d0,83,ba,c0,0,f0,1d,46,64.599809,173.87981782325585,17.6367104
d0,83,ba,c0,0,f0,1d,46,64.649813,173.87981782325585,17.6367104
fd,7,be,c0,0,f0,1d,46,64.699818,173.91840396279065,17.6367104
2a,8c,c1,c0,0,f0,1d,46,64.749819,173.95699010232556,17.6367104
fd,7,be,c0,0,f0,1d,46,64.799825,173.91840396279065,17.6367104
2a,8c,c1,c0,0,f0,1d,46,64.849828,173.95699010232556,17.6367104
a2,36,9,c1,0,f0,1d,46,64.899829,174.74341361860456,17.6367104
12,3f,10,c1,0,f0,1d,46,64.949833,174.82058958139532,17.6367104
84,10,c5,c0,0,f0,1d,46,64.999836,173.99558377674418,17.6367104
b1,94,c8,c0,0,f0,1d,46,65.04984,174.0341699162791,17.6367104
de,18,cc,c0,0,f0,1d,46,65.099842,174.072756055814,17.6367104
54,c7,f2,c0,0,f0,1d,46,65.149847,174.49722619534884,17.6367104
84,10,c5,c0,0,f0,1d,46,65.19985,173.99558377674418,17.6367104
ec,ad,dd,c0,0,f0,1d,46,65.249852,174.26569428837206,17.6367104
65,21,d3,c0,0,f0,1d,46,65.299856,174.14993586976743,17.6367104
fc,7c,e,c1,0,f0,1d,46,65.349863,174.80129659534884,17.6367104
1a,6c,0,c1,0,f0,1d,46,65.399867,174.64694433488376,17.6367104
46,32,e1,c0,0,f0,1d,46,65.449866,174.30428796279068,17.6367104
a0,3a,e8,c0,0,f0,1d,46,65.499872,174.3814602418604,17.6367104
73,b6,e4,c0,0,f0,1d,46,65.549874,174.3428741023256,17.6367104
a0,3a,e8,c0,0,f0,1d,46,65.599879,174.3814602418604,17.6367104
cd,be,eb,c0,0,f0,1d,46,65.649882,174.4200463813953,17.6367104
ec,ad,dd,c0,0,f0,1d,46,65.699884,174.26569428837206,17.6367104
46,32,e1,c0,0,f0,1d,46,65.749887,174.30428796279068,17.6367104
81,4b,f6,c0,0,f0,1d,46,65.799893,174.53581233488376,17.6367104
73,b6,e4,c0,0,f0,1d,46,65.849894,174.3428741023256,17.6367104
73,b6,e4,c0,0,f0,1d,46,65.899898,174.3428741023256,17.6367104
a7,dc,28,c1,0,f0,1d,46,65.949903,175.09070762790702,17.6367104
27,43,ef,c0,0,f0,1d,46,65.999909,174.45864005581393,17.6367104
8,54,fd,c0,0,f0,1d,46,66.049911,174.61299214883718,17.6367104
bf,29,da,c0,0,f0,1d,46,66.099913,174.22710814883726,17.6367104
46,32,e1,c0,0,f0,1d,46,66.149915,174.30428796279068,17.6367104
ec,ad,dd,c0,0,f0,1d,46,66.199919,174.26569428837206,17.6367104
65,21,d3,c0,0,f0,1d,46,66.249923,174.14993586976743,17.6367104
a0,3a,e8,c0,0,f0,1d,46,66.299928,174.3814602418604,17.6367104
8,54,fd,c0,0,f0,1d,46,66.349932,174.61299214883718,17.6367104
81,4b,f6,c0,0,f0,1d,46,66.399935,174.53581233488376,17.6367104
ec,ad,dd,c0,0,f0,1d,46,66.449937,174.26569428837206,17.6367104
73,b6,e4,c0,0,f0,1d,46,66.499941,174.3428741023256,17.6367104
73,b6,e4,c0,0,f0,1d,46,67.049978,174.3428741023256,17.6367104
cd,be,eb,c0,0,f0,1d,46,67.099983,174.4200463813953,17.6367104
46,32,e1,c0,0,f0,1d,46,67.149985,174.30428796279068,17.6367104
73,b6,e4,c0,0,f0,1d,46,67.199989,174.3428741023256,17.6367104
ec,ad,dd,c0,0,f0,1d,46,67.249992,174.26569428837206,17.6367104
46,32,e1,c0,0,f0,1d,46,67.299996,174.30428796279068,17.6367104
73,b6,e4,c0,0,f0,1d,46,67.349999,174.3428741023256,17.6367104
30,67,6f,c0,0,f0,1d,46,67.400005,173.0555805767442,17.6367104
cd,be,eb,c0,0,f0,1d,46,67.450007,174.4200463813953,17.6367104
a0,3a,e8,c0,0,f0,1d,46,67.50001,174.3814602418604,17.6367104
cd,be,eb,c0,0,f0,1d,46,67.550014,174.4200463813953,17.6367104
ec,ad,dd,c0,0,f0,1d,46,67.600018,174.26569428837206,17.6367104
c8,ac,6b,c1,0,f0,1d,46,67.650021,175.82387810232558,17.6367104
ec,ad,dd,c0,0,f0,1d,46,67.700024,174.26569428837206,17.6367104
cd,be,eb,c0,0,f0,1d,46,67.750028,174.4200463813953,17.6367104
73,b6,e4,c0,0,f0,1d,46,67.800031,174.3428741023256,17.6367104
46,32,e1,c0,0,f0,1d,46,67.850035,174.30428796279068,17.6367104
81,4b,f6,c0,0,f0,1d,46,67.90004,174.53581233488376,17.6367104
80,c0,46,c1,0,f0,1d,46,67.950044,175.41870496744184,17.6367104
a0,3a,e8,c0,0,f0,1d,46,68.000046,174.3814602418604,17.6367104
a0,3a,e8,c0,0,f0,1d,46,68.050049,174.3814602418604,17.6367104
27,43,ef,c0,0,f0,1d,46,68.100055,174.45864005581393,17.6367104
a0,3a,e8,c0,0,f0,1d,46,68.150057,174.3814602418604,17.6367104
73,b6,e4,c0,0,f0,1d,46,68.200058,174.3428741023256,17.6367104
cd,be,eb,c0,0,f0,1d,46,68.250063,174.4200463813953,17.6367104
73,b6,e4,c0,0,f0,1d,46,68.300065,174.3428741023256,17.6367104
a0,3a,e8,c0,0,f0,1d,46,68.35007,174.3814602418604,17.6367104
73,b6,e4,c0,0,f0,1d,46,68.400073,174.3428741023256,17.6367104
31,2e,2,c1,0,f0,1d,46,68.450078,174.66623748837208,17.6367104
ae,cf,f9,c0,0,f0,1d,46,68.50008,174.57439847441856,17.6367104
46,32,e1,c0,0,f0,1d,46,68.550083,174.30428796279068,17.6367104
73,b6,e4,c0,0,f0,1d,46,68.600086,174.3428741023256,17.6367104
a0,3a,e8,c0,0,f0,1d,46,68.650091,174.3814602418604,17.6367104
73,b6,e4,c0,0,f0,1d,46,68.700093,174.3428741023256,17.6367104
73,b6,e4,c0,0,f0,1d,46,68.750097,174.3428741023256,17.6367104
73,b6,e4,c0,0,f0,1d,46,68.800101,174.3428741023256,17.6367104
a2,36,9,c1,0,f0,1d,46,68.850105,174.74341361860456,17.6367104
54,c7,f2,c0,0,f0,1d,46,68.900109,174.49722619534884,17.6367104
be,9e,2a,c1,0,f0,1d,46,68.950113,175.11000078139534,17.6367104
42,e2,62,c1,0,f0,1d,46,69.000114,175.72740915348834,17.6367104
46,32,e1,c0,0,f0,1d,46,69.050118,174.30428796279068,17.6367104
18,6c,b7,bf,0,f0,1d,46,71.650301,171.0366724465116,17.6367104
6e,45,53,c0,0,f0,1d,46,71.700304,172.7468763906977,17.6367104
7c,56,61,c0,0,f0,1d,46,71.750307,172.90123601860466,17.6367104
14,3d,4c,c0,0,f0,1d,46,71.800312,172.66970411162788,17.6367104
64,58,25,c1,0,f0,1d,46,71.850316,175.05211780465117,17.6367104
3b,e6,a1,c0,0,f0,1d,46,71.900319,173.60969977674415,17.6367104
52,1b,30,c0,0,f0,1d,46,71.95032,172.36099992558138,17.6367104
ba,34,45,c0,0,f0,1d,46,72.000324,172.59253183255805,17.6367104
90,f9,13,c0,0,f0,1d,46,72.050328,172.05229573953488,17.6367104
28,51,7e,bf,0,f0,1d,46,72.100333,170.4100299906977,17.6367104
cc,7c,c5,bf,0,f0,1d,46,72.150336,171.19101700465114,17.6367104
d0,83,ba,c0,0,f0,1d,46,72.20034,173.87981782325585,17.6367104
e8,9e,e1,bf,0,f0,1d,46,72.250342,171.49973626046506,17.6367104
80,8d,d3,bf,0,f0,1d,46,72.300347,171.34536156279057,17.6367104
18,6c,b7,bf,0,f0,1d,46,72.35035,171.0366724465116,17.6367104
cc,7c,c5,bf,0,f0,1d,46,72.400354,171.19101700465114,17.6367104
18,6c,b7,bf,0,f0,1d,46,72.450357,171.0366724465116,17.6367104
ac,23,37,c0,0,f0,1d,46,72.500362,172.4381722046511,17.6367104
80,8d,d3,bf,0,f0,1d,46,72.550364,171.34536156279057,17.6367104
64,5b,a9,bf,0,f0,1d,46,72.600366,170.88232788837217,17.6367104
ba,34,45,c0,0,f0,1d,46,73.450425,172.59253183255805,17.6367104
80,8d,d3,bf,0,f0,1d,46,73.50043,171.34536156279057,17.6367104
48,39,8d,bf,0,f0,1d,46,73.550434,170.57360863255815,17.6367104
48,39,8d,bf,0,f0,1d,46,73.600437,170.57360863255815,17.6367104
18,6c,b7,bf,0,f0,1d,46,73.65044,171.0366724465116,17.6367104
c0,2f,62,bf,0,f0,1d,46,73.700443,170.1013408744186,17.6367104
fc,49,9b,bf,0,f0,1d,46,73.750446,170.7279531906977,17.6367104
fc,49,9b,bf,0,f0,1d,46,73.80045,170.7279531906977,17.6367104
c0,2f,62,bf,0,f0,1d,46,73.850454,170.1013408744186,17.6367104
68,6a,a5,c0,0,f0,1d,46,73.900456,173.64828591627906,17.6367104
fc,49,9b,bf,0,f0,1d,46,73.95046,170.7279531906977,17.6367104
81,4b,f6,c0,0,f0,1d,46,74.000465,174.53581233488376,17.6367104
48,39,8d,bf,0,f0,1d,46,74.050469,170.57360863255815,17.6367104
82,e8,5,c0,0,f0,1d,46,74.100472,171.8979361116278,17.6367104
fc,49,9b,bf,0,f0,1d,46,74.150475,170.7279531906977,17.6367104
28,51,7e,bf,0,f0,1d,46,74.200481,170.4100299906977,17.6367104
48,39,8d,bf,0,f0,1d,46,74.250483,170.57360863255815,17.6367104
48,39,8d,bf,0,f0,1d,46,74.300487,170.57360863255815,17.6367104
28,51,7e,bf,0,f0,1d,46,74.35049,170.4100299906977,17.6367104
9c,af,ef,bf,0,f0,1d,46,74.400492,171.6540808186047,17.6367104
90,a9,27,3f,0,f0,1d,46,74.450495,-190.1195296744186,17.6367104
50,c0,fd,bf,0,f0,1d,46,74.500501,171.80842537674425,17.6367104
c0,2f,62,bf,0,f0,1d,46,74.550503,170.1013408744186,17.6367104
64,5b,a9,bf,0,f0,1d,46,74.600504,170.88232788837217,17.6367104
28,51,7e,bf,0,f0,1d,46,74.650511,170.4100299906977,17.6367104
e8,9e,e1,bf,0,f0,1d,46,74.700512,171.49973626046506,17.6367104
fc,49,9b,bf,0,f0,1d,46,74.750516,170.7279531906977,17.6367104
fc,49,9b,bf,0,f0,1d,46,74.80052,170.7279531906977,17.6367104
48,39,8d,bf,0,f0,1d,46,74.850525,170.57360863255815,17.6367104
d6,5e,68,c0,0,f0,1d,46,74.900526,172.9784082976745,17.6367104
28,51,7e,bf,0,f0,1d,46,74.950532,170.4100299906977,17.6367104
ac,23,37,c0,0,f0,1d,46,75.000537,172.4381722046511,17.6367104
64,5b,a9,bf,0,f0,1d,46,75.050536,170.88232788837217,17.6367104
c0,2f,62,bf,0,f0,1d,46,75.10054,170.1013408744186,17.6367104
48,39,8d,bf,0,f0,1d,46,75.150545,170.57360863255815,17.6367104
0,9,d8,3d,0,f0,1d,46,75.200551,-193.8025245767442,17.6367104
48,39,8d,bf,0,f0,1d,46,75.250553,170.57360863255815,17.6367104
28,51,7e,bf,0,f0,1d,46,75.300556,170.4100299906977,17.6367104
cc,7c,c5,bf,0,f0,1d,46,75.350559,171.19101700465114,17.6367104
c0,2f,62,bf,0,f0,1d,46,75.400562,170.1013408744186,17.6367104
28,51,7e,bf,0,f0,1d,46,75.450567,170.4100299906977,17.6367104
28,51,7e,bf,0,f0,1d,46,75.500571,170.4100299906977,17.6367104
80,8d,d3,bf,0,f0,1d,46,75.550573,171.34536156279057,17.6367104
28,51,7e,bf,0,f0,1d,46,75.600577,170.4100299906977,17.6367104
48,39,8d,bf,0,f0,1d,46,75.65058,170.57360863255815,17.6367104
48,39,8d,bf,0,f0,1d,46,75.700584,170.57360863255815,17.6367104
90,f9,13,c0,0,f0,1d,46,75.750586,172.05229573953488,17.6367104
28,51,7e,bf,0,f0,1d,46,75.800592,170.4100299906977,17.6367104
c0,2f,62,bf,0,f0,1d,46,75.850592,170.1013408744186,17.6367104
48,39,8d,bf,0,f0,1d,46,75.900598,170.57360863255815,17.6367104
28,51,7e,bf,0,f0,1d,46,75.950602,170.4100299906977,17.6367104
7c,56,61,c0,0,f0,1d,46,76.000603,172.90123601860466,17.6367104
fc,49,9b,bf,0,f0,1d,46,76.050607,170.7279531906977,17.6367104
28,51,7e,bf,0,f0,1d,46,76.100613,170.4100299906977,17.6367104
48,39,8d,bf,0,f0,1d,46,76.150615,170.57360863255815,17.6367104
28,51,7e,bf,0,f0,1d,46,76.200619,170.4100299906977,17.6367104
28,51,7e,bf,0,f0,1d,46,78.600786,170.4100299906977,17.6367104
44,a,22,c0,0,f0,1d,46,78.650789,172.20664029767443,17.6367104
48,39,8d,bf,0,f0,1d,46,78.900806,170.57360863255815,17.6367104
fc,49,9b,bf,0,f0,1d,46,78.950809,170.7279531906977,17.6367104
0,92,65,be,0,f0,1d,46,79.000815,167.32926452093022,17.6367104
48,39,8d,bf,0,f0,1d,46,79.050817,170.57360863255815,17.6367104
20,8a,5c,3e,0,f0,1d,46,79.100822,-192.34849160930233,17.6367104
48,39,8d,bf,0,f0,1d,46,79.150823,170.57360863255815,17.6367104
90,f9,13,c0,0,f0,1d,46,79.200826,172.05229573953488,17.6367104
2d,51,90,c0,0,f0,1d,46,79.250831,173.416761544186,17.6367104
c0,2f,62,bf,0,f0,1d,46,79.350837,170.1013408744186,17.6367104
28,51,7e,bf,0,f0,1d,46,79.400843,170.4100299906977,17.6367104
f0,c,46,bf,0,f0,1d,46,79.950881,169.79259147906976,17.6367104
65,21,d3,c0,0,f0,1d,46,80.000881,174.14993586976743,17.6367104
88,eb,29,bf,0,f0,1d,46,80.100888,169.48390236279067,17.6367104
28,51,7e,bf,0,f0,1d,46,80.150894,170.4100299906977,17.6367104
88,eb,29,bf,0,f0,1d,46,80.200896,169.48390236279067,17.6367104
ba,34,45,c0,0,f0,1d,46,80.250898,172.59253183255805,17.6367104
20,ca,d,bf,0,f0,1d,46,80.300904,169.1752132465116,17.6367104
fc,49,9b,bf,0,f0,1d,46,80.350907,170.7279531906977,17.6367104
88,eb,29,bf,0,f0,1d,46,80.40091,169.48390236279067,17.6367104
88,eb,29,bf,0,f0,1d,46,80.450913,169.48390236279067,17.6367104
0,92,65,be,0,f0,1d,46,80.50092,167.32926452093022,17.6367104
d0,b,ab,be,0,f0,1d,46,80.550922,168.09165544186033,17.6367104
70,51,e3,be,0,f0,1d,46,80.600926,168.70915423255815,17.6367104
20,ca,d,bf,0,f0,1d,46,80.65093,169.1752132465116,17.6367104
28,51,7e,bf,0,f0,1d,46,80.700933,170.4100299906977,17.6367104
f0,c,46,bf,0,f0,1d,46,80.750936,169.79259147906976,17.6367104
c0,2f,62,bf,0,f0,1d,46,80.800938,170.1013408744186,17.6367104
70,51,e3,be,0,f0,1d,46,80.850942,168.70915423255815,17.6367104
d0,b,ab,be,0,f0,1d,46,80.900946,168.09165544186033,17.6367104
36,f1,c,c0,0,f0,1d,46,80.950948,171.97512346046506,17.6367104
20,ca,d,bf,0,f0,1d,46,81.000954,169.1752132465116,17.6367104
70,51,e3,be,0,f0,1d,46,81.050957,168.70915423255815,17.6367104
48,39,8d,bf,0,f0,1d,46,81.100959,170.57360863255815,17.6367104
f0,c,46,bf,0,f0,1d,46,81.150964,169.79259147906976,17.6367104
88,eb,29,bf,0,f0,1d,46,81.200965,169.48390236279067,17.6367104
88,eb,29,bf,0,f0,1d,46,81.250969,169.48390236279067,17.6367104
20,ca,d,bf,0,f0,1d,46,81.300975,169.1752132465116,17.6367104
20,ca,d,bf,0,f0,1d,46,81.350978,169.1752132465116,17.6367104
